"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000166073",2268.80918089117,-2.2066708419761,0.0608219606307426,-36.280823884864,3.24649821956325e-288,1.54512370101407e-285,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000165434",1243.14971044106,2.51723600339355,0.0694013569941833,36.2707029432368,4.6879735313471e-288,2.16144879629672e-285,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000091527",2814.15907315816,-1.81023338577256,0.049974902975874,-36.2228494299724,2.65984835204668e-287,1.18919401776051e-284,"CDV3","55573","CDV3 homolog"
"ENSG00000033867",3157.52042924196,1.93501315031031,0.0535351847027516,36.1446992488074,4.5068977858314e-286,1.95572852741637e-283,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000117724",1324.17284690485,-2.82511200625218,0.0781715114729352,-36.1399178936216,5.3577835334125e-286,2.21470494990794e-283,"CENPF","1063","centromere protein F"
"ENSG00000101825",1024.97040543336,3.28766304153759,0.0909710037522483,36.1396808426041,5.40391610388274e-286,2.21470494990794e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000198959",5110.85796803933,-1.74624587694995,0.0487932042517416,-35.788710820065,1.65485249265147e-280,6.59883612880535e-278,"TGM2","7052","transglutaminase 2"
"ENSG00000164938",1395.92210584831,2.31778202055933,0.0656155292094714,35.3236809713144,2.54305707432865e-273,9.87375370385393e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000073712",2356.74691021858,-2.3051528590294,0.0653960004274846,-35.2491412924481,3.5364685025395e-272,1.33787323811456e-269,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000143799",1043.84682510942,-2.61747584698133,0.0743747823896504,-35.1930555341774,2.55367981583646e-271,9.41924800071278e-269,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000196549",1520.30148791169,2.8374350677056,0.0806594353570027,35.1779683944843,4.34407225882436e-271,1.56323029528523e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000110002",899.504360793506,4.43907473642135,0.126316442695775,35.1424932628334,1.5136868110722e-270,5.31736552632363e-268,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01204014087112,0.0861136723498913,-34.9774903180625,4.9484710984617e-268,1.69790099038846e-265,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000133318",1500.97300012898,-2.41401849883444,0.0690680721887651,-34.9512940253617,1.23760619429869e-267,4.14991858879157e-265,"RTN3","10313","reticulon 3"
"ENSG00000154864",1374.01910088605,2.35786042990079,0.0676832762470072,34.8366769554103,6.77554401187819e-266,2.2214750300278e-263,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000197321",4211.22514661471,1.73283927593519,0.0497514630841957,34.829915916295,8.57647267315474e-266,2.75081038738533e-263,"SVIL","6840","supervillin"
"ENSG00000182752",6930.41939676306,2.01487019569894,0.0588365433182925,34.2452170379716,5.13836406770487e-257,1.6130090096791e-254,"PAPPA","5069","pappalysin 1"
"ENSG00000198901",744.768135087352,-3.17652098959839,0.0928701287754382,-34.2039042206917,2.11545038711497e-256,6.50236562739464e-254,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000277443",2830.20102519863,-1.92971757635609,0.0569242455807193,-33.8997479311294,6.71887893262216e-252,2.02306815861036e-249,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000168542",62749.3849250663,1.40989019840233,0.0418063486004861,33.7243085225085,2.54545117952097e-249,7.51111734053049e-247,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000146072",1758.22981855472,2.05910888555034,0.0611321276797743,33.6829252261017,1.02810293784474e-248,2.97424132254143e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000145632",3262.15452178144,1.54674961547203,0.0460243819592368,33.6071784047414,1.31769411224228e-247,3.73870364077359e-245,"PLK2","10769","polo like kinase 2"
"ENSG00000140943",1848.88777327798,-1.89361784327075,0.0564684070240154,-33.5341112503034,1.53477285997041e-246,4.27246014641574e-244,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000102024",3591.26703399212,-1.70354659193329,0.0509601087578579,-33.429021904719,5.19390786300784e-245,1.41909104834847e-242,"PLS3","5358","plastin 3"
"ENSG00000135046",4581.91768778281,-1.46401591144951,0.0439329001157963,-33.3239077682266,1.73984876196695e-243,4.66722338801098e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988619989441,0.0760092139505424,-33.2839410961486,6.59322840158822e-243,1.73708021137558e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662201436,0.0547035645119065,33.097781436533,3.19851269725715e-240,8.27909760268982e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483189412,0.0522701778398939,32.9854403246013,1.31369113059826e-238,3.34175843807703e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249165046,0.0567964579545508,-32.941358652112,5.62520534854377e-238,1.40668270699008e-235,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68614754696903,0.0515037594734965,32.7383391854475,4.44954348116527e-235,1.09414274201854e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946158248,0.0629925114453728,32.6580003619397,6.16939827397278e-234,1.49218528088843e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471085653,0.038987366464803,32.60478524509,3.50828510286247e-233,8.34858683994078e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.28796268468036e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862865083,0.0428974821222059,32.3715649486102,6.89943142152623e-230,1.59053454989372e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.33707455466228,0.041712648070101,-32.0544155435837,1.90535970704736e-225,4.32487340273488e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199115946,0.075916404135247,31.7791921079588,1.2550673058407e-221,2.80564591369299e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461130954275,0.0449230268065858,-31.7122734333185,1.05241788755741e-220,2.3175184347794e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935255238,0.0437425179473156,31.6113341764598,2.57952646054654e-219,5.59681373513289e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134864,2.98016310498545,0.0943819972704457,31.5755460911257,7.99970833049219e-219,1.71054632910263e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640777580259,0.137032426265836,31.5721460511076,8.90724413005787e-219,1.87739256992677e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391534197,0.0474102568555214,31.4114289631512,1.41265544469553e-216,2.93553780718844e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909690721,0.0850915116619631,-31.3751518190576,4.41710004914241e-216,9.05137418403431e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.1418889891437,0.0363987409630058,31.371661736989,4.92877346055011e-216,9.96152378588442e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084139992718,0.0432786266467961,-30.7505460094284,1.20240107693512e-207,2.39732776879739e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854243808,0.0685910537341709,30.6875084700654,8.35466517587597e-207,1.64352973339832e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585502177,0.0934444338019154,30.6666297651967,1.5863116802362e-206,3.07953191186906e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660589575,0.0625712946278208,-30.5292805152605,1.06537508791282e-204,2.04136935676179e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.436109185756,0.112997107887571,-30.4088241725162,4.1991301008527e-203,7.94281609076677e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.34696093568997e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926020602,0.0574719541070888,30.2794517298547,2.13754238020983e-201,3.94216253470198e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433589439,0.0645262741259642,-30.1352334724678,1.67481171925774e-199,3.05063853159614e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883735277,0.0526625745786276,-30.056996833481,1.76884785983279e-198,3.18263186877719e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258391777,0.109401846260642,-30.0096634209993,7.34104325648085e-198,1.30493677356769e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282825453,0.0507616642849891,-29.9452913860438,5.06700387184989e-197,8.89983037205634e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365680001686,0.112773759026449,-29.8265911241636,1.76651997414319e-195,3.06626302335396e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403929091,0.051564923156632,29.8149196231892,2.5029123241315e-195,4.29394981746932e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585243,0.056416601054485,29.7021593738713,7.20107911127414e-194,1.22040770806011e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.7230403058603,0.0580113152201152,29.7017969567228,7.27910250164631e-194,1.22040770806011e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.70836053260098,0.0575941295653144,-29.6620601004763,2.37079357291911e-193,3.93018970503916e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775322117,0.0469878372112604,29.6103808090946,1.09851400238506e-192,1.80083062124325e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.58022994832454,0.087230319708835,-29.5795080992143,2.74196632610303e-192,4.4456012280576e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677043075851,0.0663760811211213,29.4800536233503,5.18784996230032e-191,8.31973242867162e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.64273183329818,0.0557716982088861,-29.4545779679422,1.09998439731468e-190,1.74507202128826e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592776101052,0.0460501458480976,-29.4445921079865,1.47655804371873e-190,2.31756780606662e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048884483019,0.105364403559752,-29.4263407761988,2.52835481398366e-190,3.92666809742262e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014865392117,0.0824494797375094,29.3531100696582,2.18081805475983e-189,3.35164474790901e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412410087,0.0593370019851056,29.3441539991848,2.8373001103147e-189,4.31562121933846e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040793008,0.0659490989517593,29.1497600192579,8.41273252835387e-187,1.26654546656462e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194734667,0.0635784337831416,29.0450996897052,1.77448669752252e-185,2.64452290255024e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330929453,0.0520551632799699,-28.9624162964569,1.95795248674455e-184,2.88876309894291e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.94825249993054,0.0673374974448359,-28.9326537792199,4.63889644377103e-184,6.77646318132652e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136367342,0.0486375327335304,-28.8487364554598,5.25520470328826e-183,7.60149903846225e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787420491,0.0409964043182703,-28.8071086682739,1.74737916447736e-182,2.50299341676688e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936536551,0.0644924712570381,28.7838150590784,3.42011533509594e-182,4.85195977442361e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000145147",601.510428483162,-2.6863081902841,0.0934361677954649,-28.7501965637602,9.00647321371556e-182,1.26553815043009e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.61375816427449,0.0561603398586691,-28.7348361554722,1.40128319748964e-181,1.95042757507191e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517609593281,0.0513457658429173,-28.7302384474279,1.59943723058746e-181,2.2054296168306e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777272044306,0.0824391278294058,28.7214673758167,2.05836700222455e-181,2.81195803248343e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422850941,0.135042980302053,28.6078863178842,5.36043432746344e-180,7.25576587774272e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578050118,0.042845376867933,-28.5957522156414,7.58767798509084e-180,1.017714554473e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.5328064759672,0.089028712179147,-28.4493217297201,4.96814084855179e-178,6.60359910626424e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347829211,0.0451331145486982,28.4446019542239,5.68297280062349e-178,7.48630184824991e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086816905,0.0530931788051731,28.366560489731,5.23016681874283e-177,6.82883904811786e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158351226,0.0724505356556431,28.3074730221477,2.79630988078453e-176,3.61901368255219e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257792716769,0.0556189553840178,28.2741363319379,7.18932920041702e-176,9.22359678460459e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012530642751,0.0365228229247609,-28.2049749700242,5.08117177488595e-175,6.46272485919546e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340373493714,0.114651721709684,-28.2019640588095,5.53209469872337e-175,6.97611326367218e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990574707,0.0659124213806063,-28.1195845475708,5.64500035840408e-174,7.05816400744863e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852031437219,0.0552347199536761,28.0352704905699,6.0405939103238e-173,7.48932122293423e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804939515,0.0590533744178939,-27.9348651225473,1.00678481490688e-171,1.237841929928e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841445794,0.0952230065994104,27.8855762833515,3.99157446214619e-171,4.86708178632271e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530129993,0.0844340380045383,27.8775640361227,4.99214871303418e-171,6.03722640263167e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159441468,0.0461355798462172,-27.8678971566041,6.53815283465652e-171,7.84259405874166e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145486982,0.101922368702904,27.8074527793924,3.52495005099405e-170,4.19412202035211e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.8911024176115,0.0682347232550554,-27.7146638456014,4.64845066248048e-169,5.48665928593896e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737939772,0.077083574369143,27.6591660006259,2.16519900488696e-168,2.53534493000811e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331497044,0.0824087394895171,27.6420113823026,3.48151090043686e-168,4.0445836082713e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461025262,0.102927884463338,27.5035732543492,1.59110643173323e-166,1.83399877295251e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242129601,0.0575011783232792,-27.4669575015753,4.3586048487404e-166,4.9850275921175e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970819447,0.06349715454686,-27.4390202305629,9.3945390198857e-166,1.06620791307226e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170307903,0.124605048110961,27.3907177503735,3.53780645397097e-165,3.98448827647998e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082382021,0.102045843626781,-27.3631999558224,7.52223196968749e-165,8.4078038243007e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868096321,0.0744625124097004,-27.3628785146629,7.58877530174282e-165,8.41840532345215e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923741741875,0.121688979500911,-27.3585778356685,8.53774309018032e-165,9.40043742929257e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606742291765,0.0550770508525952,-27.3447361397109,1.24733546105625e-164,1.36319906610548e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263249197315,0.0744909387905058,27.286976442727,6.05493783084934e-164,6.56871711443759e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117034,27.2855920323938,6.28835886249711e-164,6.77214939104251e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136943569511,0.0788327305720956,27.0366054838845,5.48949071164229e-161,5.86898159127321e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.097661031905,0.114589407045888,-27.0326997212276,6.10171879424201e-161,6.47660137339904e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314009593891,0.111928825364899,-27.009486484676,1.14349478659776e-160,1.20508014867595e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444146026819,0.0649482701026658,-26.8589364660628,6.63278235168171e-159,6.94043055437673e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654751214212,0.0535105831646704,-26.8460447855963,9.38091096385431e-159,9.74689861695116e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343922895,0.0754066735931298,-26.8434256913485,1.00651912787732e-158,1.0384743505386e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861201094,0.0641522047598353,26.8166716709326,2.0653589880464e-158,2.11613239650255e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141667852,0.051059884119068,-26.8038488588623,2.91410850470068e-158,2.96515564678302e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982979420979,0.0813913269093597,26.7820894066186,5.22457868928436e-158,5.27968725902065e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902763036398,0.0775868059517064,-26.6672613337355,1.12888645629328e-156,1.13303338613273e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579702553892,0.0580504853328707,-26.6284944333381,3.17636687939738e-156,3.1664943877452e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049307005402,0.10223693287716,-26.609689800874,5.24358146585846e-156,5.19220140585743e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382402e-156,7.9663207077173e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647209043677,0.038314063556077,-26.5299995900735,4.37001752719433e-155,4.26988335074339e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936182814,0.0415181804493431,26.488621368414,1.31081166268579e-154,1.27234968889909e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984531097,0.113333402870152,-26.4103059601968,1.04332687756498e-153,1.00609442820873e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488157112989,0.0509516581236729,-26.3952464091653,1.55363482864607e-153,1.48846287414572e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821461979186,0.106412973431439,26.3897768217252,1.79527827125016e-153,1.70887326542095e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365486612,0.0502228270275225,26.3717463403704,2.89070202018729e-153,2.7339370260156e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059227826,0.0652353704809677,26.3653073416676,3.42646730941982e-153,3.22000628555287e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326172025,0.0638947453537335,26.2751381576975,3.6900268741535e-152,3.44573775324435e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330193008526,0.0382024978411044,-26.2627311506775,5.11421309928836e-152,4.74560377779248e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136339452,0.134086229283586,26.1601163828382,7.56113412244014e-151,6.97231080265512e-149,"RIPOR3","140876","RIPOR family member 3"
